Country,hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,iso_code,market_segment,distribution_channel,previous_cancellations,customer_type,adr
Norway,"Resort Hotel",0,2017,February,15,6,15,2,0,0,NOR,"Offline TA/TO",TA/TO,0,Transient,45
France,"Resort Hotel",0,2017,March,7,0,1,1,0,0,FRA,"Online TA",TA/TO,0,Transient-Party,60
France,"Resort Hotel",0,2017,March,7,0,1,1,0,0,FRA,"Online TA",TA/TO,0,Transient-Party,60
France,"Resort Hotel",0,2017,March,1,2,5,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,29
Portugal,"Resort Hotel",0,2017,March,5,2,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,7,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,72
Portugal,"Resort Hotel",0,2017,March,7,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
France,"Resort Hotel",0,2017,March,7,0,1,2,0,0,FRA,Direct,Direct,0,Transient,60
"United Kingdom","Resort Hotel",0,2017,February,25,4,7,2,0,0,GBR,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,March,7,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,March,7,0,1,3,1,0,PRT,"Online TA",TA/TO,0,Transient,117
"United Kingdom","Resort Hotel",0,2017,March,5,2,1,1,0,0,GBR,Direct,Direct,0,Transient,61
Portugal,"Resort Hotel",0,2017,March,7,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,85
Portugal,"Resort Hotel",0,2017,March,7,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,45
Portugal,"Resort Hotel",0,2017,March,9,0,0,1,0,0,PRT,"Online TA",TA/TO,0,Transient,0
Portugal,"Resort Hotel",0,2017,March,7,0,2,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,March,7,0,2,1,0,0,PRT,Corporate,Corporate,0,Transient,35
"United Kingdom","Resort Hotel",0,2017,March,4,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,135
Spain,"Resort Hotel",0,2017,March,8,0,1,1,0,0,ESP,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,March,8,0,1,1,0,0,PRT,Corporate,Direct,0,Transient,35
Portugal,"Resort Hotel",0,2017,March,8,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Russia,"Resort Hotel",0,2017,March,8,0,1,2,0,0,RUS,"Offline TA/TO",TA/TO,0,Transient,34
Russia,"Resort Hotel",0,2017,March,9,0,1,2,0,0,RUS,"Online TA",TA/TO,0,Group,52
Portugal,"Resort Hotel",0,2017,March,6,1,2,2,0,0,PRT,Direct,Direct,0,Transient,50
France,"Resort Hotel",0,2017,February,23,4,10,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,66
"United Kingdom","Resort Hotel",0,2017,March,5,2,2,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,34
Portugal,"Resort Hotel",0,2017,March,8,0,1,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Group,32
Portugal,"Resort Hotel",0,2017,March,8,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,35
"United Kingdom","Resort Hotel",0,2017,February,26,4,7,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,42
France,"Resort Hotel",0,2017,February,23,4,10,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,66
"United Kingdom","Resort Hotel",0,2017,March,7,0,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,56
"United Kingdom","Resort Hotel",0,2017,March,7,0,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,34
China,"Resort Hotel",0,2017,February,23,4,10,2,0,0,CN,"Offline TA/TO",TA/TO,0,Transient,47
China,"Resort Hotel",0,2017,February,23,4,10,2,0,0,CN,"Offline TA/TO",TA/TO,0,Transient,52
"United Kingdom","Resort Hotel",0,2017,February,26,4,7,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,37
Finland,"Resort Hotel",0,2017,March,9,0,1,2,0,0,FIN,Direct,Direct,0,Transient,77
Portugal,"Resort Hotel",0,2017,March,7,0,3,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,32
Netherlands,"Resort Hotel",0,2017,March,9,0,1,2,0,0,NLD,"Offline TA/TO",TA/TO,0,Transient,54
Portugal,"Resort Hotel",0,2017,March,9,0,1,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,48
Germany,"Resort Hotel",0,2017,March,9,0,1,2,1,0,DEU,Direct,Direct,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,9,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,March,6,1,3,1,0,0,PRT,Direct,Direct,0,Transient,45
Portugal,"Resort Hotel",0,2017,March,3,2,5,2,2,0,PRT,"Online TA",TA/TO,0,Transient,107
Portugal,"Resort Hotel",0,2017,February,17,6,15,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,67
Portugal,"Resort Hotel",0,2017,March,8,0,2,2,0,0,PRT,Direct,Direct,0,Transient,97
Portugal,"Resort Hotel",0,2017,March,10,0,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Russia,"Resort Hotel",0,2017,March,4,2,4,2,2,0,RUS,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",0,2017,March,9,0,1,2,0,0,PRT,Direct,Direct,0,Transient,50
"United Kingdom","Resort Hotel",0,2017,March,6,1,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,70
"United Kingdom","Resort Hotel",0,2017,March,9,0,1,2,2,0,GBR,"Online TA",TA/TO,0,Transient,100
Spain,"Resort Hotel",0,2017,March,9,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,72
Germany,"Resort Hotel",0,2017,March,6,1,3,2,0,0,DEU,"Online TA",TA/TO,0,Transient,62
Spain,"Resort Hotel",0,2017,March,9,0,1,3,1,0,ESP,Direct,Direct,0,Transient,122
Portugal,"Resort Hotel",0,2017,March,9,0,1,1,0,0,PRT,Direct,Direct,0,Transient,48
Ireland,"Resort Hotel",0,2017,February,27,3,9,2,0,0,IRL,"Online TA",TA/TO,0,Transient,98
Germany,"Resort Hotel",0,2017,March,6,1,4,2,0,0,DEU,"Online TA",TA/TO,0,Transient-Party,57
Germany,"Resort Hotel",0,2017,March,6,1,4,1,0,0,DEU,"Online TA",TA/TO,0,Transient-Party,60
Ireland,"Resort Hotel",0,2017,March,6,1,4,2,0,0,IRL,Direct,Direct,0,Transient,68
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,74
China,"Resort Hotel",0,2017,March,9,0,2,1,0,0,CN,Groups,TA/TO,0,Transient-Party,72
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,72
Portugal,"Resort Hotel",0,2017,March,9,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,99
China,"Resort Hotel",0,2017,March,9,0,2,2,0,0,CN,Groups,TA/TO,0,Transient-Party,99
China,"Resort Hotel",0,2017,March,9,0,2,1,0,0,CN,Groups,TA/TO,0,Transient-Party,72
China,"Resort Hotel",0,2017,March,9,0,2,2,0,0,CN,Groups,TA/TO,0,Transient-Party,99
China,"Resort Hotel",0,2017,March,9,0,2,1,0,0,CN,Groups,TA/TO,0,Transient-Party,72
China,"Resort Hotel",0,2017,March,9,0,2,1,0,0,CN,Groups,TA/TO,0,Transient-Party,74
China,"Resort Hotel",0,2017,March,9,0,2,1,0,0,CN,Groups,TA/TO,0,Transient-Party,72
Portugal,"Resort Hotel",0,2017,March,9,0,2,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,99
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,74
China,"Resort Hotel",0,2017,March,9,0,2,2,0,0,CN,Groups,TA/TO,0,Transient-Party,99
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,47
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,72
Portugal,"Resort Hotel",0,2017,March,9,0,2,1,0,0,PRT,Groups,TA/TO,0,Transient-Party,72
"United States","Resort Hotel",0,2017,March,10,0,1,2,0,0,USA,"Offline TA/TO",TA/TO,0,Transient,50
Portugal,"Resort Hotel",0,2017,March,9,0,2,2,0,0,PRT,Corporate,Corporate,0,Transient,40
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Portugal,"Resort Hotel",0,2017,March,10,0,1,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,37
Portugal,"Resort Hotel",0,2017,March,9,0,2,2,0,0,PRT,Direct,Direct,0,Transient,70
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Germany,"Resort Hotel",0,2017,March,7,0,4,2,0,0,DEU,Direct,Direct,0,Transient-Party,75
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Germany,"Resort Hotel",0,2017,March,7,0,4,2,0,0,DEU,Direct,Direct,0,Transient-Party,75
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Portugal,"Resort Hotel",0,2017,March,10,0,1,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,34
Sweden,"Resort Hotel",0,2017,March,4,2,5,1,0,0,SWE,"Online TA",TA/TO,0,Transient,38
Portugal,"Resort Hotel",0,2017,March,9,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
France,"Resort Hotel",0,2017,March,9,0,2,2,0,0,FRA,"Online TA",TA/TO,0,Transient,65
"United Kingdom","Resort Hotel",0,2017,March,8,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,68
"United Kingdom","Resort Hotel",0,2017,March,8,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,110
Portugal,"Resort Hotel",0,2017,March,8,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient-Party,60
Portugal,"Resort Hotel",0,2017,March,10,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,60
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
"United Kingdom","Resort Hotel",0,2017,March,6,1,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,64
Austria,"Resort Hotel",0,2017,March,7,0,4,2,0,0,AUT,Direct,Direct,0,Transient-Party,75
Italy,"Resort Hotel",0,2017,March,6,1,4,2,0,0,ITA,"Online TA",TA/TO,0,Transient,92
Portugal,"Resort Hotel",0,2017,March,7,0,4,1,0,0,PRT,Direct,Direct,0,Transient,50
China,"Resort Hotel",0,2017,March,9,0,2,2,0,0,CN,Groups,TA/TO,0,Transient-Party,99
"United States","Resort Hotel",0,2017,March,10,0,1,2,0,0,USA,"Online TA",TA/TO,0,Transient-Party,65
Spain,"Resort Hotel",0,2017,March,10,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient-Party,65
China,"Resort Hotel",0,2017,March,9,0,2,2,0,0,CHN,"Online TA",TA/TO,0,Transient,65
Portugal,"Resort Hotel",0,2017,March,6,1,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,62
"United Kingdom","Resort Hotel",0,2017,March,7,0,4,2,0,0,GBR,"Online TA",TA/TO,0,Transient,60
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,56
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,56
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,56
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,56
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,42
Austria,"Resort Hotel",0,2017,March,5,2,5,2,0,0,AUT,Groups,TA/TO,0,Transient-Party,73
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,73
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,73
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,73
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,73
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,71
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,71
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,40
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,42
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,40
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,40
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,28
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,40
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,58
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,42
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,Groups,TA/TO,0,Transient-Party,56
Germany,"Resort Hotel",0,2017,March,5,2,5,1,0,0,DEU,Groups,TA/TO,0,Transient-Party,58
"United Kingdom","Resort Hotel",0,2017,March,7,0,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,69
Germany,"Resort Hotel",0,2017,March,5,2,5,2,0,0,DEU,"Offline TA/TO",TA/TO,0,Transient,52
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient-Party,57
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient-Party,57
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient,65
Spain,"Resort Hotel",0,2017,March,10,0,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,65
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient,65
"United Kingdom","Resort Hotel",0,2017,March,5,2,5,2,1,0,GBR,"Offline TA/TO",TA/TO,0,Transient,101
Spain,"Resort Hotel",0,2017,March,11,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,60
Germany,"Resort Hotel",0,2017,March,11,0,1,2,0,0,DEU,"Online TA",TA/TO,0,Transient,70
"United Kingdom","Resort Hotel",0,2017,March,9,0,3,1,0,0,GBR,"Online TA",TA/TO,0,Transient,27
Belgium,"Resort Hotel",0,2017,March,5,2,5,2,0,0,BEL,Direct,Direct,0,Transient-Party,41
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
Belgium,"Resort Hotel",0,2017,March,5,2,5,2,0,0,BEL,Direct,Direct,0,Transient-Party,41
Spain,"Resort Hotel",0,2017,March,10,0,2,2,0,0,ESP,Direct,Direct,0,Transient,97
Netherlands,"Resort Hotel",0,2017,March,8,0,4,2,0,0,NLD,"Online TA",TA/TO,0,Transient,67
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
Spain,"Resort Hotel",0,2017,March,10,0,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,68
Spain,"Resort Hotel",0,2017,March,10,0,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,82
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,Direct,Direct,0,Transient,90
Portugal,"Resort Hotel",0,2017,March,11,0,1,1,0,0,PRT,Direct,Direct,0,Transient,90
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,Direct,Direct,0,Transient,90
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,Corporate,Corporate,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,95
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,0,0,PRT,Direct,Direct,0,Transient,100
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,0,0,PRT,Complementary,Direct,0,Transient,0
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,2,0,PRT,"Online TA",TA/TO,0,Transient,148
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,0,0,PRT,Direct,Direct,0,Transient,63
Portugal,"Resort Hotel",0,2017,March,9,0,3,1,0,0,PRT,Direct,TA/TO,0,Transient,65
Portugal,"Resort Hotel",0,2017,March,10,0,2,2,0,0,PRT,Direct,Direct,0,Transient,133
Portugal,"Resort Hotel",0,2017,March,11,0,1,2,0,0,PRT,Direct,Direct,0,Transient,100
Portugal,"Resort Hotel",0,2017,June,17,0,1,2,0,0,PRT,Direct,Direct,0,Transient,150
"United Kingdom","Resort Hotel",0,2017,March,5,2,5,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,68
"United Kingdom","Resort Hotel",0,2017,March,6,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,84
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,58
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,38
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,58
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,40
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,40
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,40
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,1,0,0,GBR,"Online TA",TA/TO,0,Transient,40
Portugal,"Resort Hotel",0,2017,March,12,1,0,2,0,0,PRT,Direct,Direct,0,Transient,72
France,"Resort Hotel",0,2017,March,6,2,5,3,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,59
France,"Resort Hotel",0,2017,March,6,2,5,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,March,12,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
Poland,"Resort Hotel",0,2017,March,7,1,5,2,0,0,POL,"Online TA",TA/TO,0,Transient-Party,49
"United Kingdom","Resort Hotel",0,2017,March,10,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,80
Portugal,"Resort Hotel",0,2017,March,11,1,1,2,0,0,PRT,Complementary,Direct,0,Transient,0
Uruguay,"Resort Hotel",0,2017,March,11,1,1,2,0,0,URY,Corporate,Direct,0,Transient-Party,58
Portugal,"Resort Hotel",0,2017,March,11,1,1,2,0,0,PRT,Corporate,Direct,0,Transient-Party,58
Denmark,"Resort Hotel",0,2017,March,11,1,1,1,0,0,DNK,"Online TA",TA/TO,0,Transient,64
Belgium,"Resort Hotel",0,2017,March,8,1,4,2,0,0,BEL,Direct,Direct,0,Transient-Party,0
Portugal,"Resort Hotel",0,2017,March,11,1,1,2,0,0,PRT,Corporate,Direct,0,Transient-Party,58
Spain,"Resort Hotel",0,2017,March,13,1,0,1,0,0,ESP,Groups,TA/TO,0,Transient-Party,32
"United Kingdom","Resort Hotel",0,2017,March,9,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,48
"United Kingdom","Resort Hotel",0,2017,March,9,2,3,1,0,0,GBR,"Online TA",TA/TO,0,Transient,48
"United Kingdom","Resort Hotel",0,2017,March,9,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,48
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,1,0,0,CHN,Groups,TA/TO,0,Transient-Party,32
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
France,"Resort Hotel",0,2017,March,7,2,5,2,0,0,FRA,"Online TA",TA/TO,0,Transient,68
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient-Party,50
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient,50
France,"Resort Hotel",0,2017,March,9,2,3,2,1,1,FRA,"Online TA",TA/TO,0,Transient,75
China,"Resort Hotel",0,2017,March,13,1,0,2,0,0,CHN,Groups,TA/TO,0,Transient,50
Portugal,"Resort Hotel",0,2017,March,12,2,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,45
Finland,"Resort Hotel",0,2017,March,13,1,0,2,0,0,FIN,"Online TA",TA/TO,0,Transient,65
Germany,"Resort Hotel",0,2017,March,13,1,0,2,0,0,DEU,"Online TA",TA/TO,0,Transient,52
Germany,"Resort Hotel",0,2017,March,11,2,1,2,0,0,DEU,Direct,Direct,0,Transient,55
China,"Resort Hotel",0,2017,March,6,3,6,2,0,0,CN,"Offline TA/TO",TA/TO,0,Group,42
China,"Resort Hotel",0,2017,March,1,4,10,2,0,0,CN,"Offline TA/TO",TA/TO,0,Transient,49
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,64
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,64
Belgium,"Resort Hotel",0,2017,March,12,2,1,2,0,0,BEL,Direct,Direct,0,Transient-Party,41
France,"Resort Hotel",0,2017,March,13,1,1,2,0,0,FRA,"Online TA",TA/TO,0,Transient,95
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,1,0,0,GBR,Groups,TA/TO,0,Transient-Party,40
France,"Resort Hotel",0,2017,March,12,2,1,1,0,0,FRA,"Online TA",TA/TO,0,Transient,60
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,62
Portugal,"Resort Hotel",0,2017,March,12,2,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,62
Portugal,"Resort Hotel",0,2017,July,23,3,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,218
Portugal,"Resort Hotel",0,2017,March,5,4,6,2,0,0,PRT,Groups,TA/TO,0,Transient-Party,62
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,71
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,62
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,64
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,62
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,1,0,0,GBR,Groups,TA/TO,0,Transient-Party,40
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,1,0,0,GBR,Groups,TA/TO,0,Transient-Party,42
"United Kingdom","Resort Hotel",0,2017,March,5,4,6,2,0,0,GBR,Groups,TA/TO,0,Transient-Party,64
Spain,"Resort Hotel",0,2017,March,14,0,1,2,0,0,ESP,Direct,Direct,0,Transient,63
Portugal,"Resort Hotel",0,2017,March,14,0,1,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,32
Ireland,"Resort Hotel",0,2017,March,1,4,10,2,0,0,IRL,"Online TA",TA/TO,0,Transient,38
Ireland,"Resort Hotel",0,2017,March,1,4,10,2,0,0,IRL,"Online TA",TA/TO,0,Transient,38
Spain,"Resort Hotel",0,2017,March,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,77
Switzerland,"Resort Hotel",0,2017,March,13,1,1,2,0,0,CHE,"Online TA",TA/TO,0,Transient,72
Poland,"Resort Hotel",0,2017,March,10,2,3,2,0,0,POL,"Online TA",TA/TO,0,Transient,80
"United Kingdom","Resort Hotel",0,2017,March,13,1,1,2,0,0,GBR,Direct,Direct,0,Transient,85
"United Kingdom","Resort Hotel",0,2017,March,15,0,2,2,0,0,GBR,Corporate,Direct,0,Group,60
Portugal,"Resort Hotel",0,2017,March,14,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,56
Italy,"Resort Hotel",0,2017,March,14,0,1,2,0,0,ITA,"Online TA",TA/TO,0,Transient,80
Italy,"Resort Hotel",0,2017,March,14,0,1,2,0,0,ITA,"Online TA",TA/TO,0,Transient,80
Portugal,"Resort Hotel",0,2017,March,12,2,1,2,0,0,PRT,Direct,Direct,0,Transient,97
Italy,"Resort Hotel",0,2017,March,12,2,1,1,0,0,ITA,"Online TA",TA/TO,0,Transient,60
Italy,"Resort Hotel",0,2017,March,12,2,1,1,0,0,ITA,"Online TA",TA/TO,0,Transient-Party,60
Italy,"Resort Hotel",0,2017,March,12,2,1,1,0,0,ITA,"Online TA",TA/TO,0,Transient-Party,60
Spain,"Resort Hotel",0,2017,March,14,0,1,2,0,0,ESP,Direct,Direct,0,Transient,63
"United Kingdom","Resort Hotel",0,2017,March,13,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,62
Portugal,"Resort Hotel",0,2017,March,15,0,1,2,0,0,PRT,Direct,Direct,0,Transient,80
France,"Resort Hotel",0,2017,March,9,2,5,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,66
